model,horizon_h,feature,importance,is_neighbor_feature
lightgbm,6,neighbor_pressure_msl_max,1106.0,True
lightgbm,6,neighbor_temperature_2m_mean,1178.0,True
lightgbm,6,neighbor_dew_point_2m_mean,1747.0,True
lightgbm,6,neighbor_temperature_dew_point_spread_mean,418.0,True
lightgbm,6,neighbor_wind_speed_10m_mean,750.0,True
lightgbm,6,neighbor_wind_speed_10m_max,560.0,True
lightgbm,6,row_minus_precipitation_mean,79.0,True
lightgbm,6,row_plus_precipitation_mean,58.0,True
lightgbm,6,column_minus_precipitation_mean,86.0,True
lightgbm,6,column_plus_precipitation_mean,44.0,True
lightgbm,6,row_minus_cloud_cover_mean,265.0,True
lightgbm,6,row_plus_cloud_cover_mean,210.0,True
lightgbm,6,column_minus_cloud_cover_mean,233.0,True
lightgbm,6,column_plus_cloud_cover_mean,290.0,True
lightgbm,6,neighbor_precipitation_mean_minus_center,20.0,True
lightgbm,6,neighbor_cloud_cover_mean_minus_center,44.0,True
lightgbm,6,neighbor_relative_humidity_mean_minus_center,89.0,True
lightgbm,6,center_pressure_msl_minus_neighbor_mean,42.0,True
